"","Ref","mu=0","mu=0.5","mu=1","mu=1.5","mu=2","mu=2.5","mu=3","mu=3.5","mu=4","mu=4.5","mu=5"
"226",0,-0.465804589157404,1.28778064669974,0.268578686532077,-1.5200932321999,-1.66430606813134,-1.75374748498682,-3.97958551756258,-3.37385982663342,-2.90155757012197,-5.68577726746882,-5.24160825008251
"227",0,-0.430272852257146,-0.250111543908088,-0.432398971188939,-2.97218515026261,-1.40047844018029,-2.65369902327889,-3.07997250614271,-3.72648251062286,-3.94108574965971,-3.47023262222334,-3.7730501416058
"228",0,0.535899199147095,-0.663501685372031,-1.97332009587088,-1.72409572612814,-2.67919874081179,-1.95633257589169,-2.04447981079051,-2.71585968084129,-4.66102972268273,-3.87624932143233,-5.99327450949413
"229",0,2.27150824947334,0.992437485787136,-1.6868841138436,-0.761339605622249,-1.6261154533327,-1.91687756207013,-3.40175016775871,-2.97693731044228,-3.2662680927266,-4.85268986052606,-4.22825472234164
"230",0,-0.79289481308561,-0.71876585580573,1.23107079564787,-2.15653935355923,-2.32231802345721,-2.18693686561045,-2.84053030546377,-2.70046545522729,-4.57079596609205,-5.97611229517941,-5.56557955720904
"231",0,0.86264517147342,1.49709302239178,-0.606266295320781,-0.64842007922926,-1.48187193092673,-0.883970036329575,-3.87821109936089,-3.76055161672899,-3.83817471498709,-3.54051946825424,-5.20807999154836
"232",0,-1.81784759925341,-0.558295018394442,-0.759236331736427,-1.43363847659409,-0.281691688327827,-4.62527634702339,-3.05887547757759,-3.60333169509376,-3.99004798055944,-3.11201818278257,-4.04068501843881
"233",0,0.462381035887515,1.79643696127843,-0.741338961439077,-3.08798187196223,-2.10353997869121,-2.62011502140336,-2.77513807162971,-4.43766117431924,-4.07266848189731,-3.40958908056465,-4.49090190051479
"234",0,1.81790787171854,-1.88315569877215,1.16941658949232,-1.85274632873861,-0.528026220266179,-2.33891227966513,-3.17492386378772,-2.85781440334297,-4.16960916380002,-4.53346610118785,-4.09712432052934
"235",0,-0.270629962977406,0.215142899927934,-0.0791756882342701,-1.14528420785204,-3.58379669427551,-2.05750749305687,-3.8018130106415,-2.88841384823293,-4.28115762620837,-4.67212178076003,-5.46452533210274
"236",0,0.472304428300349,-1.9289787014623,-1.19205770953442,-1.82208517913319,-2.725347674334,-0.646502328907326,-3.14667985055959,-2.90402830345403,-3.18983940869898,-5.5834943101482,-4.14160310213054
"237",0,1.90324161407014,-0.385313268022324,-0.294794504998796,-1.42880620920021,-2.57079315406551,-3.10442774773456,-4.29407433417261,-5.37579856718773,-4.31319171118433,-5.18220660213896,-5.68371713583825
"238",0,2.14198968144723,-1.04597314170731,0.063583345051097,-2.40947640251625,-1.61326339420822,-4.29091717401988,-1.91344896059764,-3.42618876936511,-3.42405864489709,-7.03913708830878,-5.28531763115028
"239",0,-0.0179138693903994,-0.587976100484277,-1.05131003731077,-4.04703859071695,-2.02696920151199,-2.77373735548704,-2.99275649312808,-3.83073485132069,-3.97553401836957,-5.10292765317183,-5.21579382735077
"240",0,-1.24097200366243,-0.707743572522363,-2.07567301181014,-1.64837578816758,-1.88882139501005,-3.72397024121944,-2.20170669647773,-4.30526006994992,-3.95110533639741,-4.39097922796163,-5.49885531545758
"241",0,-1.08378970816813,-0.453803384090974,-1.97066609585785,-0.0219104799681589,-1.80488286355596,-1.13754623547948,-1.73148579448586,-4.32242148290592,-5.13486524671789,-3.72797628537043,-5.06078483995917
"242",0,1.25523150861193,-1.75250541121369,-0.187264952406855,-0.922041928828642,-0.393343975171884,-2.91070886221363,-3.15214948566984,-4.36987654401236,-6.63641609518097,-4.53655877161934,-5.42756403157954
"243",0,-0.117598463616545,1.79380133824244,0.2558613455499,-2.33189685498777,-2.05031755190004,-3.01232266502275,-2.90849218612572,-5.76913851900476,-2.69504891451396,-3.4064459451617,-4.75432384956987
"244",0,-0.695965914151095,0.011775738517676,-3.27617371798363,-2.2457713194417,-2.72859367839966,-2.77535635384209,-2.42154933976394,-3.56655533309851,-2.1662880893001,-4.73681953051931,-5.83632780892398
"245",0,-0.0766450578427432,-1.83195872399226,-2.74166428831306,-0.542025037490503,-2.12411146404897,-3.20312012684183,-1.19035146533466,-1.61927084491168,-3.6872114044009,-4.79772256483887,-4.92546272446446
"246",0,0.537068311883105,-0.444406701879938,-1.01037002524047,-1.4602771237831,-1.44756602498018,-3.76237580021323,-2.73566161827187,-4.25126840082592,-3.89033819871571,-5.99847194010727,-5.49365938330567
"247",0,0.0440962236291667,-0.636379457668346,-0.859270893305611,-3.01215418971781,-2.9533033269634,-3.7102577849962,-3.26223854610621,-3.47369783006614,-3.61352542546197,-4.13803094878803,-4.62362706506696
"248",0,-1.07946970736605,-1.84264956724023,-1.5919627147185,-1.61063116670422,-1.55963610185198,-3.32229822959276,-3.67446049176016,-1.29388991309086,-2.43114507730614,-4.53397661421951,-4.45240843285893
"249",0,0.912854283631877,-0.187756790496393,-1.46865913991352,0.138686738709382,-3.05319997124548,-1.45184806470708,-1.50379287414584,-3.74738104920253,-3.66326017507715,-3.91181867616097,-6.56767007418594
"250",0,-1.35211487102162,0.128424686569821,-0.415123156929314,-1.02884036298583,-2.27798259011431,-1.64533820344515,-2.6815116373477,-2.60703807741201,-3.4665037880044,-5.12853155041553,-4.14430351627102
"251",0,-0.083180605535357,0.0585570526784562,-0.81301171810652,-0.00713778024478406,-3.36167941036498,-3.09937821369645,-2.4785930490238,-3.65802824365773,-4.51970460399519,-5.13768814826217,-5.52206320901743
"252",0,0.274521349431982,-2.29053491789567,-0.136271596756644,-2.60393688391749,-1.72012857142289,-3.72648039606558,-1.95123682730443,-5.29770222116689,-4.12693322248262,-3.28137035882826,-4.47032173662883
"253",0,1.07054576243948,-1.1759510152105,-0.361434597138277,-2.6381762983692,-2.99650294043253,-1.94753350312291,-1.32716295552768,-3.99446821911538,-5.18616184647927,-3.34299175621669,-4.98041239596686
"254",0,1.26138066696278,0.679844189515538,0.626995206517446,-1.16381512498546,-2.57068554242655,-3.07309419183379,-4.95023622120977,-3.60428232166195,-3.46417033591946,-3.92835640332181,-4.56151269957399
"255",0,-0.1928269127383,1.21673907176515,-0.0493463245661059,0.118124106557373,-0.322301673532047,-1.72863723380506,-3.48765281104201,-3.09023975337577,-4.4229748245261,-3.62767022174711,-4.47404546276235
"256",0,-0.298931868779825,1.25594670404787,-1.53579873397906,0.700824725443605,-2.91241845262631,-2.81011955619934,-3.84335707741573,-3.52476019337409,-3.64657845366663,-4.81725708932867,-4.43155501781588
"257",0,0.0807231750536546,-0.607248386387397,-1.29227127956562,-1.87246248096156,-0.956712528326222,-2.28273984134598,-3.02539199371122,-4.97468154372275,-4.41397795661468,-3.57535368048132,-6.27239255599974
"258",0,0.0802691867980673,-0.681344538377433,-1.70162403481698,-1.4315587774358,-0.844380589061161,-2.25860570626354,-3.96171092948237,-4.12598596206494,-3.61650528184883,-3.20413362493146,-5.99710048728932
"259",0,-1.72113394015639,-0.705018832145119,-0.0230924912425232,-0.845291724585752,-3.87391129390549,-3.51415126694941,-2.98963619808487,-5.35820151406776,-4.26910610273209,-3.65814563214092,-5.82188817821348
"260",0,0.098828577360034,-1.70307657486003,-0.84768585877687,-1.3833949978327,-2.06944939537677,-2.28887399336332,-2.99226205516491,-4.22720354774238,-4.95017612853304,-3.21967076193937,-3.72355052955503
"261",0,-1.08116451295587,-0.726096203055533,-0.160427156708213,-2.87527062993702,-2.96035078124496,-1.15565645411697,-1.68408224674527,-3.73561173089268,-3.46887357910848,-7.36276836983843,-7.13699814788805
"262",0,-0.745984816443845,-0.423081718547289,-0.482420261011439,-3.35959619275029,-1.37921897240484,-3.72214443538727,-3.27152263065643,-2.89083961546739,-4.20939421982975,-5.39157298379472,-4.90276036454572
"263",0,0.948722208029293,-0.785313206451337,-2.35493175804797,-2.9878671906188,-2.74508019132268,-2.03612300696929,-4.37500599208016,-3.89019182656536,-3.22258880180571,-4.22904650482247,-3.83186465146371
"264",0,0.141540223808759,-1.65276340182901,-0.535804017405894,-2.10705222372497,-2.45403993484689,-1.86882382692434,-1.55069789623304,-3.18134572117847,-4.33044659352405,-5.39075836192427,-4.98190256632225
"265",0,-0.00158416134848013,-1.92232641687241,-0.533118303448767,-1.79227336642332,-2.17427804558791,-2.21559087977054,-3.11913788035968,-2.39527360007629,-2.49159387441539,-4.97426766875423,-6.59230168884158
"266",0,1.44331838964544,-0.0906605588157316,-3.40741775715902,-2.97593402800599,-2.21005516345187,-0.586500076563923,-2.29736385380723,-4.70999492638044,-5.51453812524741,-4.53301231868685,-3.72913001290339
"267",0,-0.801273616899005,0.0646226984618808,-1.14280153927604,-1.07306916874298,-2.83473969202716,-2.4596684623609,-4.10869844993333,-1.91842059558671,-3.91626261222207,-4.13224160931504,-4.52464625697197
"268",0,-0.940024406050459,-0.317692398577268,0.224047250732514,-1.22931547516578,-2.80031053616278,-2.55771417087051,-3.82931868476892,-5.14798343621092,-4.91755716958372,-6.39034145598151,-5.09960246335158
"269",0,1.50427337158749,1.12880877196712,-0.501992595666508,-2.21263640831413,-0.977313891625688,-2.04346450284486,-3.37963637456837,-3.75613850699489,-4.14863591453639,-3.46345084349362,-5.04191159254857
"270",0,-1.35780280347681,-1.38722285110894,-1.38768375431121,-1.13383693901819,-2.68497963088396,-4.0957249941768,-4.44427440382721,-4.38293968600525,-5.01793467870754,-4.02650930042963,-4.29831922023892
"271",0,-0.539037278476097,0.164260869526165,-1.96197273887099,-3.24281502307825,-3.01566121677683,-3.00837536109638,-3.94935064784293,-2.94352926798652,-2.02461493374205,-3.3128357134515,-5.18710912635719
"272",0,0.140014577695835,-1.63014405834625,-0.678668594384483,-0.915270708817465,-1.18276493756028,-2.2075648002502,-3.39496200195215,-4.19917768911539,-2.82303524441122,-3.48541190747462,-4.7414469233915
"273",0,-0.958634568562036,-1.6865743856779,-0.449382724022113,-2.80169688825973,-0.860998175707434,-0.970644771223769,-3.52938149767709,-4.91510581275702,-4.33812106357951,-5.35164474593408,-5.69553040395126
"274",0,0.240355832551961,0.404098089093445,-1.4208354938698,-2.02284463917434,-1.51308741701858,-1.89491532968445,-3.73619353989556,-2.97954380926227,-3.3544737316715,-3.0418295860761,-5.89768460791937
"275",0,-0.74271512742629,-1.00686513489514,-0.768565340862991,-3.62042010527427,-2.6776487794814,-1.63054172523814,-1.94364516323903,-3.78769343218461,-3.70819940912112,-4.83947718725828,-3.92209232531529
"276",0,-0.282533191056412,-0.328854878684071,-0.968415374526283,-3.37551784686707,-3.16006060678904,-2.46782254965694,-1.74008493434912,-3.52976334892438,-4.67440429313523,-3.69653687917984,-5.31122719809903
"277",0,-0.00932586724580309,-1.55702067790653,-1.91665676104586,-1.2278375518146,-1.56192247633917,-3.85623298371658,-3.04860173850897,-4.99100445954596,-4.69587477881831,-5.02267437273997,-5.30505706105298
"278",0,-0.618835198982955,-2.30753158541699,-1.55298480987778,-1.52002935139461,-1.00072684900387,-4.39371904615096,-3.2059578866861,-3.87284418721111,-6.0874426461937,-4.55423812137835,-3.46644467490302
"279",0,-0.541184546074239,0.0406406610105051,-1.95664671083691,-0.983346609587471,-2.32059913343957,-3.20253849844405,-3.08357096796473,-4.39168700776755,-4.65554082513701,-4.17328636069029,-4.24039832605944
"280",0,-2.55273485940412,-3.05033873438076,-0.898848821561553,-2.61554554612938,-2.6087896089491,-1.75881521819579,-1.6797087097287,-3.45785850856026,-4.90338950171581,-5.11304041212963,-5.84561531145161
"281",0,-1.18445699698479,-3.01639733070217,-0.132540602466394,-0.945409914761021,-0.427542308164313,-2.83587207303761,-4.60360715068246,-2.190602652424,-5.48532685461646,-4.40638454781259,-6.42234639266031
"282",0,0.611023849379456,-1.10468165890235,-1.24598996201521,-1.8076401928526,-3.55216541076208,-3.63303851172627,-2.69652726185299,-4.40180100330575,-6.06787042815356,-5.13457239927178,-5.3770175887888
"283",0,0.0721439079025041,-0.3529211914376,-1.34604349569288,-0.963428997822924,-0.817056589108419,-4.28869106783772,-4.00059424488519,-2.08991653401688,-3.32992459549531,-3.60052929672447,-5.78531514042054
"284",0,-0.314244808690503,-0.710401136710022,-2.55493882225738,-1.61144294228744,-3.23751814040516,-2.32473180072982,-1.65716139464296,-4.68295896672531,-4.17466764325209,-3.19222264851338,-3.59124519079838
"285",0,0.801145962062398,-0.55845198590751,-2.81799038392869,-0.983721731212939,-2.6472696672575,-1.17135147889546,-4.12510771346028,-1.40535183159455,-5.25904066426935,-3.55370372749827,-5.23087497861285
"286",0,-1.42778069921222,-1.24327357608004,-2.11125404412798,-0.553719590114905,-4.74899698172657,-0.549842513759267,-3.62405267106878,-3.06352997554123,-5.33585658636762,-2.85179158472099,-5.3258655144653
"287",0,0.555737548565602,-0.0206740730807078,0.810087954985488,-2.22743142912775,-0.611871959866097,-2.16275076119895,-2.71385404343435,-1.78071441598642,-3.83522046561712,-4.56028906100589,-5.0692876888044
"288",0,1.36480600926789,-1.01012207065133,-1.28039965163133,-1.91307666822324,-1.34324348420381,-3.5331165190753,-2.82270612038911,-2.51606375056646,-3.22824201221977,-5.38692108943307,-4.95681384304879
"289",0,1.33356837633917,-0.509070855391466,-1.15781298217475,0.320360260910848,-2.01091678243958,-2.38393335814336,-4.66142652709931,-3.1550942566815,-4.65745814367854,-5.47243977086255,-5.86201379068037
"290",0,0.253433144946682,0.189677727275505,-1.7315709519195,-0.231926789741544,-1.67877182311855,-2.22748065699888,-3.91154423057755,-3.88972115430882,-3.2178802775914,-4.70738238537522,-4.09870220660779
"291",0,-0.196405974145659,0.716880722262967,-1.36988562778292,0.624483494974552,-1.85285180518717,-2.18761273227368,-1.43401836130017,-4.8158218490751,-2.90110653497813,-5.48747025116938,-4.6190439022192
"292",0,-1.35500003870787,0.189032553621309,-1.15451271404584,-0.359218354699042,-1.68171571235114,-3.09807736716905,-2.88595393698585,-3.31594531121381,-3.69171341368929,-4.58524687715391,-6.78477143324979
"293",0,-0.732865888214786,0.420597066323534,-0.973215653871209,-1.88069809315862,-1.81224574679279,-3.75659562600877,-3.20037244310946,-3.81376741263417,-2.22549608425814,-3.65257895571848,-4.50818636222604
"294",0,0.910816639657294,1.20743928996293,-0.953955595926739,-0.0437276970057003,-2.52604081149823,-1.93237556212633,-2.78389793743939,-3.04158274201316,-4.33202891707352,-5.42881911217816,-5.45157976475652
"295",0,0.763074170615376,-1.96417059782214,-0.52386643241568,-2.19013217742722,0.406056686136239,-2.53247976094862,-1.91212527173474,-2.73069135368033,-2.9221750068987,-5.92407749358352,-5.19704654047525
"296",0,-0.00211590718317794,-1.18921207794642,-0.970283946245934,-0.843232667435881,-2.42137460425018,-1.71004045319596,-4.31334894614933,-5.03862445847379,-4.18221718371298,-4.6666749096889,-4.38884915059835
"297",0,-1.36511646024856,0.654935185966496,-0.863878110123872,-0.914481599118565,-3.2745483003603,-1.79791922285838,-2.8102912090309,-4.32458627258991,-3.70714593730231,-6.87597293193598,-5.7851123780794
"298",0,0.941126450093301,0.598773379468367,0.0732052204033891,-1.47128451289187,-1.41673746554425,-1.75913097171975,-2.28926071904756,-3.26268069203423,-4.80035350611042,-3.81220966842079,-6.19208615562449
"299",0,0.903390106170926,1.03983128158557,0.373293431210666,-3.14379024733532,-2.71728878176805,-2.70381712385566,-3.29336143579533,-1.82054377542878,-4.69087903642461,-4.74461185425084,-4.30704194364658
"300",0,0.362053246504394,-2.23105242307341,-1.99270577160365,-1.69144597607081,-1.05001509027318,-0.988858035937676,-2.62293196969901,-3.55938728433388,-4.20680389374068,-4.7287834041943,-5.52081372728699
"301",0,-0.0788820134948303,0.403832673300848,0.165426474166561,-1.06891534488097,0.237196117027182,-3.20171932310911,-2.92769322829548,-4.41030921730307,-4.28794773839361,-4.43225253085335,-5.92618622186786
"302",0,-0.070468360791341,-0.511363140949919,0.522136212998601,-0.760732391496439,-2.20873238354993,-2.82379534918593,-4.60308346174402,-2.32401745540016,-5.54982722860268,-3.48730251257417,-6.28612369139716
"303",0,-0.511892666337721,-0.514670004147545,-0.752415415819401,-2.97360584959299,-1.88679786342164,-1.68907521225948,-3.27381352072216,-4.13804694944636,-4.0630847536094,-3.84749764531016,-4.52423484809547
"304",0,0.0585350667460664,-2.00706525069301,-1.35719732599335,-0.526453381859595,-1.89674895601875,-2.31267002678313,-1.60768319362018,-4.72005306978006,-3.42093658132767,-4.45444314300567,-3.04593901605875
"305",0,1.09479676748509,-1.42065955088239,-0.690125149944767,-1.88715676929075,-2.60573883538494,-1.31316779606099,-2.90362796819699,-5.45642211627572,-4.31572833447677,-5.04721051983526,-5.92330838244085
"306",0,0.035196270508431,0.679105251322538,-2.40393290143783,-2.37802108767741,-4.81848545664756,-2.40164409824092,-4.10064939607357,-3.96477641064154,-4.21129280449542,-3.3951747005093,-5.14405520790983
"307",0,0.402490640987668,-0.150602917333703,-0.704522306339557,-2.35909736246467,-0.751048412935533,-3.76439303952041,-4.32683470099405,-2.08242420572125,-3.21939890967667,-4.19780327414215,-4.59673508916689
"308",0,0.0843033894508095,1.9157921555962,-1.85856391046971,-0.128145683662066,-1.16780950749167,-1.57566357631625,-2.28029242125998,-4.35161002510889,-3.32527882729488,-3.43884643368854,-4.827161674791
"309",0,-0.723169855469006,-0.312633881253319,-1.50946897154715,-3.34270720931804,-3.04077387264408,-1.66074284293784,-4.31925603979599,-4.44294525114494,-4.73790125929146,-5.1715644299797,-5.33776397640963
"310",0,0.0254870727693913,-0.437983469543237,-0.845949696525659,-0.87515320290657,-1.45014606068789,-4.03680027827401,-2.6891698594457,-5.19842705484577,-4.55082567723509,-6.00553424457614,-5.05666256974636
"311",0,-0.00640732412184989,-0.524054015419595,-0.876620615343094,-0.33061839401103,-3.28699034232862,-2.36186160487014,-3.01875968747191,-2.79241426737658,-4.01555027446492,-5.29463387470722,-4.64998798671497
"312",0,1.33913571165976,-1.48611121433229,-1.8974932996333,-1.73621687448251,-1.21131981003846,-0.987514799485877,-4.08410295663208,-2.09232912468063,-2.96170928894481,-4.30787179351011,-4.3441997267868
"313",0,1.54807522434865,0.573095321621904,-0.960377906935368,-1.74393644472676,-2.99784120632754,-2.97544915489488,-4.91430075178906,-4.01216509286109,-4.07769334956945,-3.2468613502268,-5.32084749531002
"314",0,-0.536402556806553,0.772886458627179,1.21845584727572,-0.761320214224072,1.61256606230301,-2.5609643137844,-2.98340283415327,-3.65560959179649,-3.24541620652145,-4.69225699068284,-5.04384200172115
"315",0,-0.421564914892058,0.487940991146213,-0.436448647105461,-0.799237450386708,-0.933144944708391,-4.32627806061021,-1.78912270102876,-2.54429985552495,-2.85967112994483,-4.61457066274829,-4.24513541281144
"316",0,0.501902446494072,-0.0182436310188383,-0.639317321214054,-2.31570476268253,-1.63561071679526,-2.16496638107445,-3.69483460224274,-3.7180580070293,-2.3626894791292,-2.94437961082751,-5.35107609150142
"317",0,1.1881925475855,-0.555525676418714,-3.62416069315137,-1.64722859559374,-2.2821172045822,-4.35166027171844,-3.08565677751569,-2.87371221102215,-3.86374233975295,-2.99199011567717,-4.39875535086576
"318",0,0.289777411027564,-1.7176167781754,0.19226331430628,-1.83151858947797,-2.02268186290704,-2.94850552657664,-3.47017147374053,-3.57246280543784,-3.15425712070906,-3.97238550927265,-6.86428403934008
"319",0,0.315307503015239,-0.958240895413803,-3.78038490284206,-0.747833883550714,-2.7124329559726,-2.91647538205409,-2.62215417650257,-1.29324103197007,-2.76173633914917,-3.35442584746933,-2.62997911397126
"320",0,-0.249321790149463,-0.873923620513522,-2.33604565791745,-1.01374789380871,-1.50585024755154,-1.76647649240332,-2.73179564451386,-0.993729640758694,-4.60184750938054,-4.2457954865657,-4.93044479473653
"321",0,0.477570772702155,-0.700512241662452,-1.48193426140969,-0.330162718597389,-0.646864618343745,-2.21759021684957,-4.00991517828753,-1.67389322008345,-3.56577123889208,-3.65671203521231,-5.81886363869654
"322",0,1.26747458244097,0.362168404826285,0.734600054040045,-0.866849788924096,-1.77072013868868,-3.10560472483316,-2.72034946498499,-4.62127104756163,-3.13626041497621,-5.81698892099333,-5.12800973049855
"323",0,1.1676164226283,0.0420711575157287,-3.42385330112507,-2.28477640716197,-1.59705199910601,-2.0924057286018,-2.75845391073982,-2.61711575385044,-5.10789855288124,-4.2437290050126,-7.20925927097255
"324",0,0.554076226298287,0.844619832520022,-0.288141441863209,-1.90101110969379,-1.25014806892233,-2.60032137995561,-3.25454803432401,-3.77539891794894,-2.72173326729364,-4.62165304696639,-5.38760729532123
"325",0,1.00287574846003,-1.2474178603567,-0.812685433157967,-1.66638562438139,-2.01602914023889,-2.55579533891856,-2.97199721053074,-3.20523152709973,-6.01950735122596,-3.66124525980858,-4.00819463193581
"326",0,-0.429794887956663,0.781766823441852,-2.00165900575641,0.18973205406836,-1.82295528472516,-2.19588921496357,-2.71274008377469,-3.48973832820911,-3.32986841555421,-2.88154533723074,-5.11041835138989
"327",0,0.538534575543814,-0.928478451316842,-2.67211708570785,-2.45566586181342,-2.42814465581137,-2.50602342046313,-1.16574201198814,-3.27253037834078,-3.89603599505279,-5.21093671401647,-5.07982555987002
"328",0,-0.371090262412514,-0.417752042830258,-2.42747827227667,-1.48999047899937,-1.92546800397818,-2.56944283139772,-3.3019704842821,-3.06210953924354,-1.79769975294194,-3.35200093007264,-5.90783500850672
"329",0,1.19319434023469,0.499087744798176,0.311109964696495,-0.357153318497015,-1.59371317474303,-1.20477934567105,-2.75576152785382,-3.560966985246,-4.14955191490429,-3.88591777348233,-6.25319845154151
"330",0,-1.33777487178161,-0.0613082771419111,-0.464767109286008,-0.872865327737905,-1.09776396854827,-2.52869032705578,-3.69582554220725,-3.09996774092672,-4.08556596325993,-5.76344558296049,-5.3088194639514
"331",0,0.172171993897789,-0.893182928917168,0.0794659792285171,-2.75215539825182,-2.16222823668437,-3.58844253900255,-1.55673537787008,-4.14285000194608,-4.21855023544173,-5.52918467843441,-3.77708326169076
"332",0,-0.30633711625636,-2.47392640030942,-0.597245787981716,-0.128947948152045,-1.96719380462418,-3.36123420795238,-1.94980487731826,-2.02195806081333,-4.43789253766506,-4.05774674960394,-3.70456784856244
"333",0,-0.363552450058273,-2.11830981283242,-1.5746436678155,-1.10199650849856,-1.61496614291415,-0.734990244427065,-2.49744752253923,-2.25035920783649,-2.64997683987465,-4.37361663786905,-4.09884977470212
"334",0,0.531085588022344,-0.199103398573247,-0.708873403869772,-0.567919295692913,-2.07707328403934,-3.1097171951817,-1.81118135022839,-3.99364405159356,-5.50618527433249,-4.09597431485329,-6.53900001131448
"335",0,-1.37191545697814,0.2963072597346,-2.05600569623475,-1.94799127529105,-1.31356581238282,-2.97187274850387,-4.24739428296212,-4.05166097623889,-4.55624259675774,-2.75617922052241,-4.06798225773177
"336",0,-0.266485767533611,-0.029482047165831,-0.606989949646949,-0.0994662688121837,-3.62384927489053,-2.47996149511014,-4.00286294115107,-3.48720318489019,-4.41683617462334,-4.85603417342021,-5.22075118872498
"337",0,-1.27941518579021,-0.0309537963013743,-3.03978391713091,-0.760134991175336,-2.3540127291867,-1.1729607246143,-1.61503112908672,-3.06888870327535,-3.82826532348008,-3.63252378142061,-5.65416883013354
"338",0,-0.349411843329945,0.432601783580529,-0.342461720641662,-0.711563159523578,-0.467137467693788,-4.37081143381921,-4.78847270929116,-5.07983886011547,-5.59065475899812,-5.2984757313029,-6.52843793256684
"339",0,0.10481500049939,-1.69455887833256,0.739939745657232,-1.857363768205,-2.12545625767568,-3.42575290728127,-2.27406191594345,-3.44037096191404,-2.53433371496777,-3.37168680652545,-5.52288960704202
"340",0,0.269804114157517,-1.01567995012702,-1.06532554203714,-0.359270747353212,-2.28360948920976,-2.16764050142811,-3.41260200582626,-2.52042046699995,-5.80913990349248,-5.55045466110007,-6.00142827852263
"341",0,-1.27783927517587,-1.52421895359622,-1.44083324767862,-4.0579286559629,-1.91148586205815,-3.3814058499786,-3.95677697452965,-1.49778183390874,-6.54663903535781,-3.96516861408317,-4.15954012677138
"342",0,0.0256942899635821,-1.57646391578586,-0.119114913708822,-1.43873726475922,-3.65427679129968,-1.15641002989259,-3.94855490849308,-2.62758684268856,-4.35730809669153,-6.22118539773582,-5.19084627532985
"343",0,0.887193799132209,-1.98738993569596,-2.5321753839646,-2.06569660919292,-1.39595581275646,-3.92776170702218,-1.30394314968762,-3.33082662982867,-4.11620412327491,-1.82288433037728,-5.04524105428963
"344",0,0.235790950266452,-0.867490478476111,-1.67814805400036,-2.61861697026819,-3.21187298930613,-2.57839737891057,-4.71718500321863,-2.25287164392648,-3.55571160811585,-4.50048255715444,-5.42495593116165
"345",0,-0.969870180345204,-0.834305310139456,-0.640348843124454,0.0603409870990665,-1.76767159245451,-1.06162084049832,-2.53559590028066,-5.79270680412553,-4.5125460381692,-5.58176036923141,-4.41804364428678
"346",0,0.382733751832978,-1.13626207926006,0.404608468156878,-0.963373422385486,-2.66350686269109,-2.50914611220958,-2.73719042081055,-3.0961620442463,-4.69584951314796,-4.51795300546844,-6.76209665027402
"347",0,0.214714419525407,-1.4563741225786,-0.267308954628321,-0.252242637244516,-0.576322268095198,-3.76880367000833,-1.33511753277885,-2.29374578767421,-2.1592717660298,-5.93392303671362,-5.30571715670522
"348",0,0.520406470965984,-2.97013795909991,-0.566995920266307,-0.977015241808696,-0.574418237042386,-2.6238516064348,-2.10867192690011,-4.45681504536611,-4.88194455278328,-3.34366157938629,-5.22221790876424
"349",0,-1.26369668285583,0.12040067672068,-1.51613826858761,-0.367312005806786,-1.91037539888063,-2.59144849486849,-1.90371993093158,-4.14720420774469,-3.65764564172412,-3.39344283198435,-4.22293708213475
"350",0,-1.32961765480496,-1.40070217238446,0.0898889758964716,-2.43324641607809,-3.52692444618044,-2.27931441388504,-1.86692998334939,-3.74137017762115,-4.53549053411796,-4.97130951944724,-4.91916686592544
"351",0,0.215597113905076,-0.469254574525842,-1.52527834262339,-1.36734850017058,-2.73595848362037,-1.889377836045,-3.29143849252731,-3.52899768270493,-4.4747175572878,-3.63398034956617,-4.12619014987476
"352",0,-0.702797049820378,-0.456616569881917,-0.0684790866410778,-1.87299271622993,-1.06057872904332,-2.01717975867076,-1.86162150160067,-5.11474602661075,-3.49926726220066,-4.04615895473057,-4.52990361179475
"353",0,0.29800234875059,-1.49902111300075,-1.31737373070285,-1.43230518090241,-1.07464789586296,-2.07954156284467,-3.98626163189129,-3.00547789989437,-3.01669812675036,-3.70562177879234,-5.05181214585111
"354",0,1.56482469606271,-2.33164513613564,-0.35793467333641,-0.41635804863532,-2.2203816123653,-0.0263158488566559,-2.78033498205559,-5.39763509746043,-3.04157770467889,-6.85246204467606,-3.60445936660482
"355",0,-0.87774320852378,-0.503030455367142,-1.18695760166885,-0.843841850856618,0.329872168131541,-2.53715476199836,-2.76409413064477,-2.12347498448479,-5.18112095603884,-5.85980815352646,-6.01590420767934
"356",0,1.19790042263358,-0.383923769437573,-1.34216600002241,-1.45552612332862,-1.15690357579163,-2.08341356909994,-3.73282362717247,-3.68203199776864,-5.22520001847125,-3.59467096689002,-4.61475161736683
"357",0,-0.734505522123159,1.23801356074859,-0.948267338368806,-2.26992875049696,-1.37145920675942,-4.07625601176155,-3.09021887040732,-3.64445194593663,-3.37333833909842,-4.26550668962647,-2.9373182474507
"358",0,-0.791883156802981,-1.09670079963628,-0.325087917894421,-2.49839196594893,-0.935433267660507,-2.35555355059279,-1.84001367423695,-4.7906687842097,-4.14831776243394,-4.69073707253073,-4.33065066903669
"359",0,1.32123535041112,-0.45419765747407,-2.61203094021669,-1.61481274140388,-3.17942779621204,-3.35638806898034,-1.90624616713088,-4.05934173508792,-3.86966022298279,-3.80836336230369,-5.63774286608548
"360",0,0.17652908086048,-0.495113275044965,-1.40878409895978,-2.21752929221645,-2.54864527447049,-1.83214598255963,-3.044140741632,-3.29910002281493,-3.85324404712261,-2.79214399557788,-3.87583979923969
