"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"THA2015","M06-2X",-1,FALSE,0.031992,0.0028,0.012276,0.0039,0.043625,0.0045,-0.62156,0.51,6.5305,1.2,2.8278,0.75,0.10109,0.015,0.49811,0.026,0.87183,0.05,0.35991,0.022
"THA2015","ωB97",-1,FALSE,0.03283,0.0028,0.0072676,0.004,0.045208,0.0042,-0.58476,0.43,5.7263,0.81,2.1408,0.67,0.10995,0.015,0.47756,0.025,0.86464,0.056,0.3388,0.021
"THA2015","LC-τHCTH",-1,FALSE,0.030309,0.0027,0.0037019,0.0039,0.043649,0.0042,-0.47628,0.48,6.144,0.94,2.0925,0.69,0.10476,0.015,0.50117,0.024,0.91246,0.048,0.36601,0.021
"THA2015","HISS",-1,FALSE,0.037931,0.0027,0.02315,0.0038,0.042843,0.0043,-0.55912,0.5,6.4072,1.1,2.8006,0.74,0.10385,0.016,0.40574,0.024,0.90101,0.057,0.28777,0.019
"THA2015","LC-ωPBE",-1,FALSE,0.038503,0.0026,0.020045,0.004,0.04481,0.0043,-0.73851,0.43,5.9436,0.94,2.4129,0.76,0.10515,0.014,0.39874,0.023,0.92687,0.052,0.285,0.018
"THA2015","MP2",-1,FALSE,0.031681,0.0028,0.0083531,0.0039,0.044456,0.0044,-0.085745,0.51,6.1236,0.83,2.6273,0.8,0.1081,0.017,0.49043,0.026,0.96914,0.051,0.35121,0.022
"WU2015","HF",-1,FALSE,0.042378,0.0018,0.037843,0.0022,0.029539,0.0024,-0.86448,0.32,4.8087,1.2,0.45803,0.39,0.080324,0.0033,0.30133,0.018,0.83948,0.052,0.21898,0.014
"WU2015","MP2",-1,FALSE,0.0052883,0.00033,-0.0041314,0.00042,0.0049689,0.00032,0.070321,0.21,3.2793,0.37,0.25743,0.37,0.011967,0.00098,0.38693,0.021,0.87936,0.049,0.28206,0.017
"WU2015","LSDA",-1,FALSE,0.06545,0.0018,-0.064423,0.0021,0.024686,0.0026,0.087677,0.65,7.2348,1.2,1.4976,0.77,0.11205,0.0072,0.17679,0.012,1.0113,0.054,0.12355,0.0088
"WU2015","PBE",-1,FALSE,0.060785,0.0018,-0.059753,0.0021,0.024385,0.0026,-0.13657,0.64,7.1452,1.2,1.9302,0.84,0.10802,0.007,0.18609,0.013,1.042,0.059,0.12808,0.01
"WU2015","HCTH",-1,FALSE,0.048912,0.0018,-0.04751,0.0021,0.024769,0.0026,-0.097653,0.62,6.9157,1.1,1.5534,0.8,0.096249,0.0069,0.23469,0.016,0.98266,0.065,0.16169,0.012
"WU2015","N12",-1,FALSE,0.039666,0.002,-0.0378,0.0022,0.026778,0.0026,-0.4796,0.52,6.1991,0.95,2.2683,0.86,0.092011,0.0076,0.31309,0.019,1.0248,0.053,0.21795,0.015
"WU2015","revTPSS",-1,FALSE,0.04546,0.0018,-0.044243,0.002,0.023922,0.0024,-0.42261,0.57,6.605,1,2.1019,0.92,0.09305,0.0075,0.24391,0.017,1.1123,0.065,0.16802,0.013
"WU2015","tHCTH",-1,FALSE,0.04561,0.0019,-0.044127,0.0021,0.025305,0.0026,-0.2878,0.6,6.8233,1.1,1.8901,0.84,0.094701,0.0074,0.25673,0.017,1.0384,0.061,0.17731,0.013
"WU2015","M11-L",-1,FALSE,0.083238,0.0023,-0.082153,0.0025,0.030962,0.0029,0.014244,0.54,5.8344,1.1,0.98503,0.79,0.13775,0.0058,0.18127,0.01,1.0971,0.049,0.13028,0.0083
"WU2015","MN12-L",-1,FALSE,0.048955,0.0022,-0.047579,0.0024,0.029612,0.0024,-0.53503,0.36,4.6697,0.63,1.1217,0.66,0.10851,0.0075,0.29744,0.016,1.0187,0.049,0.21013,0.013
"WU2015","PBE0",-1,FALSE,0.019573,0.0014,-0.01627,0.0017,0.020568,0.0019,-0.43355,0.44,5.4399,0.78,2.0461,0.7,0.058448,0.0044,0.45205,0.02,0.91519,0.047,0.33198,0.018
"WU2015","mPW1PW",-1,FALSE,0.017538,0.0014,-0.013518,0.0017,0.020619,0.0018,-0.51941,0.42,5.3513,0.77,2.0578,0.7,0.057041,0.0042,0.49367,0.021,0.92171,0.047,0.36402,0.019
"WU2015","B3LYP",-1,FALSE,0.030977,0.0015,-0.029595,0.0017,0.020971,0.002,-0.48976,0.49,5.8065,0.88,1.9807,0.78,0.072244,0.0049,0.31738,0.018,0.9903,0.058,0.22326,0.015
"WU2015","B3PW91",-1,FALSE,0.021365,0.0015,-0.018623,0.0017,0.021086,0.002,-0.53443,0.46,5.7024,0.84,2.1846,0.74,0.062274,0.005,0.43485,0.021,0.92931,0.048,0.31541,0.018
"WU2015","B97-2",-1,FALSE,0.01948,0.0015,-0.015941,0.0017,0.02146,0.002,-0.53733,0.44,5.5486,0.81,2.3325,0.77,0.060606,0.0047,0.47042,0.021,0.9544,0.046,0.3462,0.019
"WU2015","M06",-1,FALSE,0.028929,0.0013,-0.02756,0.0014,0.01807,0.0018,0.26772,0.57,6.4159,1.2,1.1564,0.79,0.060234,0.0044,0.29789,0.016,0.9905,0.054,0.21032,0.013
"WU2015","M06-2X",-1,FALSE,0.01244,0.00097,-0.0026542,0.0013,0.016733,0.0013,-0.35297,0.33,4.2735,0.58,0.61941,0.52,0.038522,0.0037,0.46784,0.022,0.91008,0.047,0.33803,0.019
"WU2015","M06-HF",-1,FALSE,0.017488,0.00099,0.0081397,0.0015,0.019466,0.0014,-0.6705,0.23,3.8174,0.52,0.6168,0.42,0.041585,0.0045,0.3634,0.022,0.80888,0.049,0.25882,0.017
"WU2015","SOGGA11X",-1,FALSE,0.014981,0.0013,-0.0083793,0.0016,0.019798,0.0015,-0.59271,0.29,4.2237,0.55,1.2502,0.56,0.051647,0.0032,0.5164,0.02,0.95538,0.043,0.38174,0.02
"WU2015","tHCTHhyb",-1,FALSE,0.029704,0.0017,-0.027908,0.0019,0.022792,0.0022,-0.54379,0.49,5.9622,0.9,2.4526,0.83,0.075298,0.006,0.35401,0.02,0.9802,0.05,0.25021,0.016
"WU2015","BMK",-1,FALSE,0.016153,0.0013,-0.0077516,0.0017,0.021186,0.0015,-0.71809,0.23,3.8952,0.55,0.75688,0.46,0.052309,0.0038,0.49286,0.021,0.97797,0.052,0.36383,0.019
"WU2015","TPSSh",-1,FALSE,0.030127,0.0016,-0.028262,0.0018,0.022476,0.0022,-0.43513,0.51,6.1188,0.91,2.4002,0.85,0.074637,0.0061,0.34233,0.02,1.0126,0.052,0.24109,0.016
"WU2015","LC-rTPSS",-1,FALSE,0.024987,0.0012,0.024045,0.0013,0.016375,0.00099,-0.088523,0.19,2.9985,0.34,0.086228,0.3,0.052537,0.0029,0.33548,0.022,0.69917,0.045,0.24281,0.019
"WU2015","LC-wPBE",-1,FALSE,0.020052,0.001,0.017746,0.0013,0.015892,0.00089,-0.059442,0.15,2.7062,0.24,0.077167,0.28,0.046221,0.0026,0.35759,0.021,0.70822,0.049,0.26199,0.018
"WU2015","LC-N12",-1,FALSE,0.037959,0.0013,0.037576,0.0014,0.017906,0.0011,-0.2156,0.22,3.2168,0.49,0.10209,0.31,0.067613,0.003,0.25399,0.017,0.73866,0.048,0.18176,0.014
"WU2015","LC-HCTH",-1,FALSE,0.017634,0.00098,0.013083,0.0013,0.016887,0.0012,-0.34614,0.26,3.7577,0.68,0.44907,0.36,0.043486,0.0029,0.37386,0.021,0.86295,0.052,0.2637,0.017
"WU2015","LC-tHCTH",-1,FALSE,0.013844,0.001,-0.0010833,0.0014,0.01821,0.0013,-0.47767,0.27,3.9019,0.75,0.36951,0.35,0.036709,0.0025,0.45056,0.022,0.91134,0.051,0.32504,0.018
"WU2015","M11",-1,FALSE,0.013293,0.00087,-0.0024264,0.0013,0.016638,0.0011,-0.02963,0.24,3.3079,0.39,0.099412,0.36,0.035204,0.0033,0.40839,0.021,0.94236,0.051,0.29477,0.017
"WU2015","CAM-B3LYP",-1,FALSE,0.015111,0.0012,-0.010295,0.0014,0.018014,0.0013,-0.31673,0.26,3.77,0.43,0.82807,0.43,0.046586,0.0028,0.49741,0.022,0.82346,0.051,0.3653,0.02
"WU2015","wB97XD",-1,FALSE,0.015897,0.0012,-0.011212,0.0015,0.01833,0.0013,-0.25783,0.26,3.6915,0.43,0.73821,0.42,0.047829,0.0027,0.48362,0.022,0.83712,0.044,0.35554,0.02
"WU2015","wB97",-1,FALSE,0.014456,0.00087,0.0013959,0.0014,0.017694,0.00097,-0.02014,0.15,2.6058,0.23,-0.067835,0.29,0.033941,0.0019,0.39126,0.018,0.8967,0.049,0.29107,0.015
"WU2015","wB97X",-1,FALSE,0.014091,0.00098,-0.0054504,0.0014,0.017339,0.001,-0.10717,0.17,2.9059,0.26,0.27282,0.29,0.036316,0.0019,0.4418,0.019,0.8671,0.043,0.33282,0.017
"WU2015","N12-SX",-1,FALSE,0.015768,0.0015,-0.0073318,0.0018,0.02242,0.0019,-0.66981,0.36,5.0437,0.72,2.0471,0.61,0.05788,0.005,0.5425,0.021,0.89857,0.071,0.39817,0.021
"WU2015","MN12-SX",-1,FALSE,0.048207,0.0018,-0.047226,0.0019,0.024062,0.0021,-0.44567,0.43,5.1498,0.76,1.273,0.72,0.095887,0.006,0.24227,0.014,1.0641,0.051,0.17275,0.011
"WU2015","HSE06",-1,FALSE,0.020901,0.0015,-0.018027,0.0017,0.020787,0.0019,-0.44764,0.46,5.6685,0.83,2.0874,0.73,0.060493,0.0047,0.43588,0.02,0.95686,0.049,0.31688,0.018
"WU2015","HISS",-1,FALSE,0.018746,0.0011,0.010518,0.0016,0.020231,0.0016,-0.61463,0.26,4.206,0.56,1.3569,0.5,0.042476,0.004,0.37312,0.022,0.86128,0.055,0.26215,0.017
"ZAS2019","HF",-1,FALSE,2.381,0.027,0.055514,0.041,3.1307,0.041,-0.68547,0.072,5.1281,0.26,0.34519,0.06,6.0671,0.11,0.43715,0.0037,0.87546,0.0075,0.31568,0.0029
"ZAS2019","MP2",-1,FALSE,1.309,0.013,0.00010465,0.021,1.6661,0.016,-0.067702,0.034,3.3332,0.059,0.14486,0.067,3.3459,0.053,0.42418,0.0032,0.85993,0.0077,0.30764,0.0027
"ZAS2019","SLATM_L2",-1,FALSE,1.2596,0.026,0.12976,0.032,2.443,0.08,0.79971,0.54,28.515,2.7,4.4766,0.25,4.6923,0.15,0.61015,0.0056,1.0076,0.0082,0.45141,0.005
"ZHA2018","PBE",-1,FALSE,0.21057,0.0098,-0.20545,0.01,0.1504,0.0084,-0.54778,0.22,3.678,0.58,-0.17465,0.28,0.46667,0.034,0.3764,0.019,0.7776,0.039,0.27195,0.015
"ZHA2018","SCAN",-1,FALSE,0.10245,0.0069,-0.016541,0.0097,0.14102,0.0093,-0.30373,0.28,4.4101,0.64,1.4905,0.53,0.29072,0.021,0.4964,0.018,0.86468,0.045,0.37631,0.016
"Ref_NormBias","mu=0",0,FALSE,0.78599,0.019,-1.7814e-17,0.031,0.98521,0.022,-0.0060063,0.069,2.8402,0.11,-0.073381,0.12,1.9345,0.05,0.41776,0.0079,0.82503,0.017,0.3069,0.0067
"Ref_NormBias","mu=0.5",0,FALSE,0.81213,0.019,4.0992e-18,0.032,1.0091,0.021,0.0013584,0.064,2.7963,0.11,-0.047885,0.11,1.923,0.052,0.4072,0.008,0.84693,0.019,0.29935,0.0066
"Ref_NormBias","mu=1",0,FALSE,0.79016,0.02,1.8696e-17,0.032,1.0043,0.024,0.056535,0.092,3.3101,0.18,0.21715,0.14,1.9975,0.077,0.42279,0.0081,0.85565,0.018,0.3094,0.0068
"Ref_NormBias","mu=1.5",0,FALSE,0.79666,0.018,-1.3541e-17,0.032,0.99869,0.022,0.031434,0.08,3.0445,0.14,-0.016457,0.12,1.9775,0.071,0.41238,0.0085,0.86388,0.018,0.29915,0.007
"Ref_NormBias","mu=2",0,FALSE,0.82916,0.019,1.6862e-17,0.031,1.0303,0.022,-0.037718,0.073,2.9138,0.14,-0.044219,0.11,1.9978,0.06,0.4044,0.008,0.86312,0.018,0.29371,0.0065
"Ref_NormBias","mu=2.5",0,FALSE,0.7653,0.019,2.5469e-17,0.031,0.97224,0.023,0.054027,0.082,3.1463,0.17,0.18537,0.12,1.9268,0.046,0.42724,0.0081,0.85614,0.018,0.31367,0.0067
"Ref_NormBias","mu=3",0,FALSE,0.7785,0.019,-2.0792e-17,0.029,0.97947,0.022,-0.10393,0.075,2.9375,0.15,-0.020498,0.13,1.9065,0.054,0.4205,0.008,0.82446,0.017,0.3094,0.0068
"Ref_NormBias","mu=3.5",0,FALSE,0.83844,0.02,-1.3805e-18,0.032,1.0455,0.022,-0.059666,0.062,2.7505,0.098,-0.058193,0.11,2.0459,0.057,0.41285,0.0081,0.84261,0.017,0.302,0.0068
"Ref_NormBias","mu=4",0,FALSE,0.76386,0.019,3.3745e-17,0.031,0.97163,0.022,-0.070885,0.078,3.1133,0.14,0.17197,0.13,1.9536,0.058,0.42861,0.0083,0.86807,0.017,0.31347,0.007
"Ref_NormBias","mu=4.5",0,FALSE,0.83142,0.02,5.0371e-18,0.033,1.0395,0.022,0.11243,0.063,2.7931,0.11,-0.073682,0.12,2.0198,0.052,0.41565,0.0079,0.82288,0.019,0.30439,0.0068
"Ref_NormBias","mu=5",0,FALSE,0.77986,0.019,1.9674e-17,0.031,0.97973,0.024,-0.034364,0.088,3.1175,0.19,-0.053032,0.11,1.9098,0.048,0.41466,0.0084,0.84217,0.018,0.30094,0.0069
"Ref_Student","df=1",0,FALSE,6.9912,1.8,2.097e-17,1.9,58.379,23,21.471,11,606.46,210,11.21,2.2,15.175,2.3,0.81822,0.046,1.14,0.019,0.68061,0.058
"Ref_Student","df=2",0,FALSE,1.4192,0.086,-1.3195e-17,0.098,3.1192,0.53,-2.2786,4.7,123.84,40,2.2902,0.39,4.419,0.3,0.57783,0.021,0.98155,0.031,0.41723,0.016
"Ref_Student","df=3",0,FALSE,1.1088,0.055,1.9509e-17,0.064,2.0425,0.45,9.9333,4.9,214.16,96,1.2749,0.22,3.1731,0.14,0.50416,0.019,0.95184,0.028,0.36422,0.013
"Ref_Student","df=4",0,FALSE,1.031,0.034,-1.3174e-17,0.047,1.4933,0.095,1.5145,0.73,16.744,5,0.79183,0.2,2.7968,0.12,0.46721,0.012,0.92958,0.024,0.33518,0.0086
"Ref_Student","df=5",0,FALSE,0.90723,0.028,-9.3337e-18,0.043,1.2801,0.086,1.1565,1.1,19.674,9.6,0.5244,0.21,2.3944,0.12,0.45687,0.012,0.87378,0.022,0.32822,0.0087
"Ref_Student","df=6",0,FALSE,0.91255,0.024,1.8215e-19,0.035,1.1744,0.032,0.13346,0.12,3.8497,0.31,0.29315,0.14,2.3711,0.081,0.42673,0.0081,0.90983,0.019,0.30935,0.0066
"Ref_Student","df=7",0,FALSE,0.87487,0.022,9.6789e-18,0.035,1.1309,0.03,0.030901,0.13,3.9062,0.3,0.31658,0.15,2.3078,0.085,0.43173,0.0083,0.88127,0.019,0.31117,0.0068
"Ref_Student","df=8",0,FALSE,0.87105,0.025,-1.8908e-17,0.036,1.1653,0.039,0.3173,0.22,5.3394,0.72,0.53455,0.17,2.3024,0.095,0.45278,0.0093,0.88044,0.018,0.32906,0.0074
"Ref_Student","df=9",0,FALSE,0.86893,0.023,1.7142e-17,0.036,1.1233,0.03,0.029496,0.13,3.9053,0.43,0.27271,0.14,2.2767,0.085,0.43443,0.0088,0.88516,0.018,0.31495,0.0072
"Ref_Student","df=10",0,FALSE,0.85518,0.022,1.2996e-17,0.036,1.0933,0.03,-0.16786,0.13,3.8881,0.33,0.22633,0.17,2.1393,0.089,0.41921,0.0087,0.884,0.019,0.30515,0.0069
"Ref_Student","df=20",0,FALSE,0.86499,0.02,-9.9558e-18,0.035,1.0836,0.025,0.029006,0.086,3.1152,0.17,-0.019001,0.12,2.1737,0.072,0.41048,0.0083,0.83279,0.018,0.29841,0.0069
"Ref_Student","df=50",0,FALSE,0.82142,0.02,1.1562e-17,0.032,1.0276,0.023,-0.017722,0.08,3.0342,0.15,-0.040583,0.11,2.0238,0.049,0.40948,0.0077,0.85338,0.019,0.29718,0.0064
"Ref_Student","df=100",0,FALSE,0.7937,0.02,-1.6462e-17,0.031,1.0107,0.024,0.15784,0.081,3.1601,0.16,0.15213,0.14,1.9763,0.058,0.43043,0.0079,0.82712,0.018,0.31749,0.0068
"Ref_StudentBias1","df=1",0,FALSE,4.7902,1.1,1.944e-16,1,32.9,13,-21.679,8,567.44,200,8.9882,1.5,12.154,1.5,0.77609,0.045,1.1372,0.017,0.62117,0.052
"Ref_StudentBias1","df=2",0,FALSE,1.3587,0.061,-1.5003e-17,0.071,2.3386,0.16,-0.4658,0.79,19.119,3.6,2.6496,0.49,4.3027,0.37,0.54834,0.014,1.0158,0.02,0.40092,0.011
"Ref_StudentBias1","df=3",0,FALSE,1.1378,0.039,-5.6078e-17,0.051,1.6673,0.073,-0.41569,0.35,8.8959,1.3,1.3783,0.26,3.3153,0.16,0.50317,0.01,0.92383,0.019,0.36765,0.0084
"Ref_StudentBias1","df=4",0,FALSE,1.0268,0.034,6.1411e-17,0.046,1.4588,0.072,0.21149,0.5,10.278,2.3,0.85304,0.21,2.8315,0.15,0.47337,0.011,0.93514,0.021,0.34079,0.0083
"Ref_StudentBias1","df=5",0,FALSE,0.92581,0.029,-1.1774e-17,0.041,1.3097,0.066,0.28578,0.62,11.378,3.3,0.9157,0.17,2.5194,0.09,0.4715,0.011,0.91821,0.019,0.34474,0.0079
"Ref_StudentBias1","df=6",0,FALSE,0.91976,0.025,-1.6511e-17,0.038,1.2296,0.036,0.22981,0.14,4.4245,0.33,0.73539,0.2,2.5066,0.1,0.46121,0.0086,0.85566,0.018,0.33877,0.0072
"Ref_StudentBias1","df=7",0,FALSE,0.9125,0.024,4.6497e-17,0.039,1.1756,0.031,0.11261,0.11,3.7546,0.26,0.34967,0.14,2.3622,0.084,0.42986,0.0081,0.90319,0.018,0.31241,0.0066
"Ref_StudentBias1","df=8",0,FALSE,0.89569,0.024,3.5051e-17,0.036,1.1732,0.035,-0.31616,0.17,4.4153,0.68,0.40184,0.15,2.3565,0.075,0.44355,0.0087,0.88145,0.018,0.32279,0.0071
"Ref_StudentBias1","df=9",0,FALSE,0.87218,0.022,1.053e-17,0.035,1.1232,0.027,-0.12218,0.11,3.6029,0.25,0.24387,0.14,2.1992,0.068,0.43356,0.0082,0.86935,0.018,0.31608,0.0067
"Ref_StudentBias1","df=10",0,FALSE,0.86843,0.023,-1.1854e-17,0.035,1.1151,0.03,-0.24491,0.099,3.5927,0.21,0.44162,0.15,2.233,0.073,0.42821,0.008,0.89366,0.018,0.31438,0.0066
"Ref_StudentBias1","df=20",0,FALSE,0.81376,0.021,-4.1751e-17,0.032,1.0333,0.025,-0.022115,0.095,3.3231,0.18,-0.035461,0.12,1.9444,0.067,0.42273,0.0083,0.84868,0.019,0.30783,0.0069
"Ref_StudentBias1","df=50",0,FALSE,0.81337,0.02,-2.0072e-18,0.032,1.0216,0.024,-0.044889,0.081,3.0811,0.16,-0.047025,0.12,1.9879,0.053,0.41438,0.0085,0.84088,0.018,0.3007,0.0071
"Ref_StudentBias1","df=100",0,FALSE,0.7883,0.021,-4.9472e-18,0.032,1.0198,0.026,-0.12879,0.09,3.4677,0.17,0.49135,0.15,2.1126,0.081,0.43989,0.0081,0.88652,0.019,0.32288,0.0067
"Ref_StudentBias2","df=1",0,FALSE,3.7256,0.77,-2.5798e-16,0.78,24.437,12,27.788,12,842.73,350,10.68,1.7,13.421,1.7,0.74498,0.047,1.0889,0.019,0.5859,0.048
"Ref_StudentBias2","df=2",0,FALSE,1.4875,0.18,3.7718e-17,0.18,5.7645,2.5,-24.203,10,697.8,290,1.8728,0.42,3.9193,0.35,0.58932,0.044,1.0284,0.047,0.42294,0.034
"Ref_StudentBias2","df=3",0,FALSE,1.0725,0.04,4.2436e-18,0.052,1.665,0.13,2.0279,1.2,27.771,10,1.0783,0.25,3.0845,0.15,0.49232,0.014,0.94216,0.023,0.35167,0.01
"Ref_StudentBias2","df=4",0,FALSE,1.0228,0.032,-1.2652e-18,0.044,1.4422,0.056,-0.13674,0.3,7.2664,1,1.1827,0.27,3.0333,0.19,0.47684,0.01,0.91973,0.019,0.34505,0.0081
"Ref_StudentBias2","df=5",0,FALSE,0.95294,0.027,2.2083e-17,0.041,1.2979,0.044,-0.02798,0.24,5.7409,0.81,0.70249,0.21,2.6252,0.14,0.46372,0.0092,0.89145,0.019,0.33665,0.0075
"Ref_StudentBias2","df=6",0,FALSE,0.93449,0.025,4.6699e-18,0.04,1.2138,0.04,-0.29803,0.28,5.2735,1.6,0.06637,0.14,2.3136,0.083,0.43203,0.0091,0.84671,0.019,0.31366,0.0072
"Ref_StudentBias2","df=7",0,FALSE,0.87952,0.024,1.0649e-17,0.036,1.1745,0.036,-0.19382,0.18,4.8695,0.57,0.47838,0.19,2.3473,0.099,0.45531,0.009,0.87342,0.018,0.33121,0.0073
"Ref_StudentBias2","df=8",0,FALSE,0.88235,0.025,-8.2838e-18,0.036,1.17,0.039,-0.37743,0.21,5.1154,0.91,0.4813,0.16,2.3738,0.11,0.44588,0.0088,0.885,0.019,0.32193,0.007
"Ref_StudentBias2","df=9",0,FALSE,0.87409,0.023,1.8537e-17,0.037,1.1343,0.029,0.060138,0.11,3.7717,0.27,0.38228,0.15,2.2545,0.078,0.43891,0.0083,0.86666,0.017,0.32117,0.0069
"Ref_StudentBias2","df=10",0,FALSE,0.86884,0.022,-2.0875e-18,0.036,1.1083,0.028,0.058648,0.11,3.4938,0.24,0.17926,0.12,2.2283,0.066,0.42475,0.0087,0.86673,0.019,0.30878,0.0071
"Ref_StudentBias2","df=20",0,FALSE,0.80386,0.021,-7.9724e-18,0.033,1.0255,0.026,0.036006,0.11,3.5539,0.32,0.11694,0.13,1.9975,0.053,0.42448,0.008,0.85914,0.018,0.30888,0.0067
"Ref_StudentBias2","df=50",0,FALSE,0.80814,0.018,1.3292e-17,0.032,1.0148,0.022,-0.03993,0.072,3.0239,0.13,0.07635,0.12,2.0212,0.054,0.41443,0.008,0.86214,0.019,0.30116,0.0068
"Ref_StudentBias2","df=100",0,FALSE,0.78486,0.019,2.2727e-17,0.03,0.98441,0.022,-0.049724,0.073,2.9866,0.14,0.0012641,0.12,1.9413,0.039,0.4144,0.0078,0.84847,0.018,0.30255,0.0067
"Ref_GandH","g=0.1",0,FALSE,0.77802,0.018,1.9891e-17,0.03,0.97853,0.022,0.33078,0.081,3.1109,0.22,-0.0087483,0.12,1.9289,0.051,0.41605,0.0081,0.83111,0.018,0.30205,0.0068
"Ref_GandH","g=0.2",0,FALSE,0.80132,0.019,1.505e-17,0.031,1.0129,0.026,0.58137,0.11,3.7688,0.42,-0.033699,0.11,1.9148,0.048,0.41201,0.0083,0.87399,0.019,0.29831,0.0067
"Ref_GandH","g=0.3",0,FALSE,0.79941,0.021,-2.4774e-17,0.032,1.036,0.032,1.0007,0.12,4.7115,0.49,0.1606,0.14,1.9591,0.089,0.42384,0.0095,0.87014,0.018,0.30355,0.0074
"Ref_GandH","g=0.4",0,FALSE,0.8939,0.024,-2.0353e-17,0.036,1.1517,0.037,1.1438,0.12,4.8152,0.61,0.24355,0.15,2.2179,0.11,0.41424,0.0094,0.88513,0.018,0.29585,0.0071
"Ref_GandH","g=0.5",0,FALSE,0.84636,0.024,9.1784e-18,0.036,1.1352,0.044,1.5454,0.17,7.1882,0.89,0.30178,0.2,2.0415,0.1,0.43008,0.011,0.8527,0.023,0.30429,0.0078
"Ref_GandH","g=0.6",0,FALSE,0.92185,0.03,-2.0552e-17,0.04,1.308,0.069,2.2786,0.32,12.038,3,0.85475,0.24,2.4223,0.19,0.44391,0.012,0.88292,0.024,0.30866,0.0085
"Ref_GandH","g=0.7",0,FALSE,0.97779,0.033,1.3993e-17,0.043,1.415,0.08,2.5986,0.34,14.285,3.1,1.0042,0.29,2.6654,0.18,0.44436,0.013,0.91282,0.03,0.30667,0.0092
"Ref_GandH","g=0.8",0,FALSE,1.018,0.032,3.9049e-18,0.046,1.4251,0.072,2.2503,0.21,10.58,1.5,0.52355,0.22,2.9343,0.17,0.42455,0.013,0.96284,0.031,0.2905,0.0095
"Ref_GandH","g=0.9",0,FALSE,1.1458,0.044,7.7141e-18,0.056,1.7535,0.12,3.206,0.34,18.484,3.2,1.4028,0.29,3.4426,0.28,0.44796,0.015,1.0338,0.042,0.30291,0.012
"Ref_GandH","g=1",0,FALSE,1.2784,0.066,5.4722e-18,0.079,2.4528,0.39,7.9188,1.9,106.18,38,1.8873,0.45,3.2186,0.34,0.46115,0.024,1.0557,0.08,0.30741,0.019
"Ref_GandHBias1","g=0.1",0,FALSE,0.82587,0.02,3.506e-17,0.032,1.0355,0.023,0.21976,0.073,3.0388,0.15,0.016235,0.13,2.0527,0.065,0.41281,0.0078,0.82895,0.018,0.30074,0.0064
"Ref_GandHBias1","g=0.2",0,FALSE,0.78781,0.02,-4.7595e-18,0.031,1.0244,0.028,0.74404,0.098,4.0659,0.31,0.41451,0.16,2.032,0.072,0.43686,0.0089,0.88796,0.019,0.31794,0.0071
"Ref_GandHBias1","g=0.3",0,FALSE,0.84311,0.024,-1.7495e-17,0.035,1.1343,0.053,1.6782,0.42,10.343,3.7,0.23127,0.15,2.0759,0.097,0.43168,0.011,0.88069,0.022,0.30798,0.0076
"Ref_GandHBias1","g=0.4",0,FALSE,0.85332,0.023,-2.7528e-17,0.037,1.1373,0.042,1.415,0.2,6.547,1.4,0.36385,0.17,2.214,0.17,0.43386,0.01,0.85584,0.021,0.30819,0.0074
"Ref_GandHBias1","g=0.5",0,FALSE,0.89752,0.026,-2.8609e-17,0.039,1.2297,0.055,1.8893,0.19,9.0875,1.2,0.40556,0.25,2.1322,0.14,0.43023,0.012,0.88579,0.02,0.30495,0.0082
"Ref_GandHBias1","g=0.6",0,FALSE,0.92664,0.026,-2.8641e-17,0.04,1.2476,0.05,1.7088,0.17,7.5064,1,0.37444,0.19,2.3702,0.13,0.42534,0.011,0.89297,0.024,0.29834,0.008
"Ref_GandHBias1","g=0.7",0,FALSE,0.93428,0.032,-3.8178e-17,0.043,1.3524,0.099,2.9307,0.62,20.483,6.4,0.66755,0.24,2.3901,0.15,0.43841,0.014,0.90822,0.025,0.30519,0.0094
"Ref_GandHBias1","g=0.8",0,FALSE,1.0642,0.039,1.9144e-17,0.052,1.6361,0.11,3.2861,0.35,19.747,3.5,1.1166,0.32,3.0231,0.28,0.44853,0.016,0.97014,0.036,0.3047,0.011
"Ref_GandHBias1","g=0.9",0,FALSE,0.97343,0.037,4.4265e-18,0.049,1.517,0.11,3.3889,0.43,21.417,4.7,1.5755,0.41,2.6009,0.19,0.4623,0.016,0.9379,0.034,0.31651,0.011
"Ref_GandHBias1","g=1",0,FALSE,1.2832,0.053,1.9783e-17,0.067,2.1158,0.18,4.2267,0.57,30.748,6.8,2.1366,0.48,3.5899,0.34,0.45538,0.018,1.0928,0.055,0.3069,0.014
"Ref_GandHBias2","g=0.1",0,FALSE,0.82739,0.02,8.2472e-18,0.033,1.046,0.026,0.42697,0.11,3.5446,0.32,-0.071619,0.12,2.0406,0.059,0.416,0.0083,0.82963,0.018,0.30314,0.0067
"Ref_GandHBias2","g=0.2",0,FALSE,0.78548,0.021,-9.1589e-18,0.032,1.0045,0.028,0.63063,0.092,3.6729,0.3,0.13063,0.12,1.9244,0.053,0.42596,0.0087,0.88228,0.018,0.31179,0.007
